name,position,group,club,division,based_in,division_tier,tier_quality,date_of_birth,birth_month,birth_quarter,age_(days)_on_1_july_2015,age_(months)_on_1_july_2015,age_(years)_on_1_july_2015,birth_city,nation_of_birth,birth_region,nationality,second_nationality,height_(ft_in),height_(ft),height_(in),height_(cm),weight_(kg),goals,appearances,is_top_4_tier,train_or_test
Rob Cooney,M (C),Midfielder,York,English Football League 2,ENG,ENG4,5,30/01/1998,1,2,6361,209,17,London,ENG,UK & Ireland,ENG,,,,,171,65,0,0,,
Kaylen Hinds,"AM (C), ST (C)",Forward,Arsenal,English Premier Division,ENG,ENG1,1,28/01/1998,1,2,6363,209,17,London,ENG,UK & Ireland,ENG,JAM,,,,178,70,0,0,,
Dan Turner,ST (C),Forward,Port Vale,English Football League 1,ENG,ENG3,4,28/01/1998,1,2,6363,209,17,NaN,ENG,UK & Ireland,ENG,,,,,168,65,0,0,,
Harry Wakefield,ST (C),Forward,Mansfield,English Football League 2,ENG,ENG4,5,27/01/1998,1,2,6364,209,17,NaN,ENG,UK & Ireland,ENG,,,,,183,75,0,0,,
Willem Tomlinson,M (R),Midfielder,Blackburn,English Football League Championship,ENG,ENG2,3,27/01/1998,1,2,6364,209,17,Burnley,ENG,UK & Ireland,ENG,,,,,176,64,0,0,,
Jack Brannan,M (C),Midfielder,Queen of Sth,Scottish Championship,SCO,SCO2,6,27/01/1998,1,2,6364,209,17,NaN,ENG,UK & Ireland,ENG,,,,,176,60,0,0,,
Owen Wheeler,GK,Goalkeeper,Liverpool,English Premier Division,ENG,ENG1,1,27/01/1998,1,2,6364,209,17,Liverpool,ENG,UK & Ireland,ENG,,,,,180,72,0,0,,
Liam Griffin,M (C),Midfielder,Liverpool,English Premier Division,ENG,ENG1,1,27/01/1998,1,2,6364,209,17,Ormskirk,ENG,UK & Ireland,ENG,,,,,181,66,0,0,,
Charlie Gatter,D (C),Defender,Burton,English Football League 1,ENG,ENG3,4,27/01/1998,1,2,6364,209,17,NaN,ENG,UK & Ireland,ENG,,,,,185,76,0,0,,
Josh Dobie,D (C),Defender,Liverpool,English Premier Division,ENG,ENG1,1,26/01/1998,1,2,6365,209,17,Liverpool,ENG,UK & Ireland,ENG,,,,,177,56,0,0,,
Alex Honeyball,M (C),Midfielder,Bolton,English Football League Championship,ENG,ENG2,3,26/01/1998,1,2,6365,209,17,Manchester,ENG,UK & Ireland,ENG,,,,,168,65,0,0,,
Easah Suliman,D (LC),Defender,Aston Villa,English Premier Division,ENG,ENG1,1,26/01/1998,1,2,6365,209,17,NaN,ENG,UK & Ireland,ENG,PAK,,,,188,70,0,0,,
Dominic Mason,D (R),Defender,Cambridge,English Football League 2,ENG,ENG4,5,25/01/1998,1,2,6366,209,17,Cambridge,ENG,UK & Ireland,ENG,,,,,168,63,0,0,,
Jamal Lewis,D/M/AM (L),Defender,Norwich,English Premier Division,ENG,ENG1,1,25/01/1998,1,2,6366,209,17,NaN,ENG,UK & Ireland,ENG,,,,,170,62,0,0,,
Brendan Pooni,ST (C),Forward,Walsall,English Football League 1,ENG,ENG3,4,25/01/1998,1,2,6366,209,17,NaN,ENG,UK & Ireland,ENG,IND,,,,172,65,0,0,,
James Barrigan,ST (C),Forward,Wigan,English Football League 1,ENG,ENG3,4,25/01/1998,1,2,6366,209,17,NaN,ENG,UK & Ireland,ENG,,,,,181,65,0,0,,
Jordan Linley,M (RC),Midfielder,Doncaster,English Football League 1,ENG,ENG3,4,23/01/1998,1,2,6368,209,17,NaN,ENG,UK & Ireland,ENG,,,,,173,68,0,0,,
Arnie Baxendale,D/WB (R),Defender,Wigan,English Football League 1,ENG,ENG3,4,22/01/1998,1,2,6369,209,17,NaN,ENG,UK & Ireland,ENG,,,,,176,69,0,0,,
Cameron Healey,M (C),Midfielder,Mansfield,English Football League 2,ENG,ENG4,5,22/01/1998,1,2,6369,209,17,NaN,ENG,UK & Ireland,ENG,,,,,179,75,0,0,,
Yankuba Manneh,M (C),Midfielder,Mansfield,English Football League 2,ENG,ENG4,5,21/01/1998,1,2,6370,209,17,NaN,ENG,UK & Ireland,ENG,,,,,180,72,0,0,,
Brad Holmes,D (R),Defender,Chesterfield,English Football League 1,ENG,ENG3,4,21/01/1998,1,2,6370,209,17,Mansfield,ENG,UK & Ireland,ENG,,,,,174,67,0,0,,
Owen Moxon,M (C),Midfielder,Queen of Sth,Scottish Championship,SCO,SCO2,6,17/01/1998,1,2,6374,209,17,NaN,ENG,UK & Ireland,ENG,,,,,171,61,0,0,,
Daniel Grimshaw,GK,Goalkeeper,Man City,English Premier Division,ENG,ENG1,1,16/01/1998,1,2,6375,209,17,NaN,ENG,UK & Ireland,ENG,,,,,188,77,0,0,,
Adam Phillips,M/AM (C),Midfielder,Liverpool,English Premier Division,ENG,ENG1,1,15/01/1998,1,2,6376,209,17,NaN,ENG,UK & Ireland,ENG,,,,,183,76,0,0,,
Harry Girling,GK,Goalkeeper,Millwall,English Football League 1,ENG,ENG3,4,15/01/1998,1,2,6376,209,17,NaN,ENG,UK & Ireland,ENG,,,,,188,84,0,0,,
Ben Godfrey,"D (C), DM, M (C)",Defender,York,English Football League 2,ENG,ENG4,5,15/01/1998,1,2,6376,209,17,York,ENG,UK & Ireland,ENG,,,,,176,67,0,0,,
George Cox,D/WB (L),Defender,Brighton,English Football League Championship,ENG,ENG2,3,14/01/1998,1,2,6377,209,17,NaN,ENG,UK & Ireland,ENG,,,,,174,68,0,0,,
Owen Jones,D (C),Defender,Plymouth,English Football League 2,ENG,ENG4,5,14/01/1998,1,2,6377,209,17,Plymouth,ENG,UK & Ireland,ENG,WAL,,,,181,78,0,0,,
Bradley Champion,M (C),Midfielder,Yeovil,English Football League 2,ENG,ENG4,5,13/01/1998,1,2,6378,209,17,NaN,ENG,UK & Ireland,ENG,,,,,172,67,0,0,,
James Brown,D (R),Defender,Millwall,English Football League 1,ENG,ENG3,4,12/01/1998,1,2,6379,209,17,NaN,ENG,UK & Ireland,ENG,,,,,181,75,0,0,,
Bradley Maslen-Jones,"M (C), ST (C)",Midfielder,Peterborough,English Football League 1,ENG,ENG3,4,12/01/1998,1,2,6379,209,17,NaN,ENG,UK & Ireland,ENG,,,,,159,56,0,0,,
Nana Keyi,M (C),Midfielder,Barnet,English Football League 2,ENG,ENG4,5,10/01/1998,1,2,6381,209,17,NaN,ENG,UK & Ireland,ENG,,,,,181,73,0,0,,
Dylan Cogill,D (C),Defender,Huddersfield,English Football League Championship,ENG,ENG2,3,10/01/1998,1,2,6381,209,17,Dewsbury,ENG,UK & Ireland,ENG,,,,,185,74,0,0,,
Ollie Harfield,D (L),Defender,Bournemouth,English Premier Division,ENG,ENG1,1,09/01/1998,1,2,6382,209,17,Bournemouth,ENG,UK & Ireland,ENG,,,,,177,70,0,0,,
Connor Stevens,D (C),Defender,Watford,English Premier Division,ENG,ENG1,1,09/01/1998,1,2,6382,209,17,NaN,ENG,UK & Ireland,ENG,,,,,187,78,0,0,,
Reeco Hackett-Fairchild,ST (C),Forward,Dag & Red,English Football League 2,ENG,ENG4,5,09/01/1998,1,2,6382,209,17,NaN,ENG,UK & Ireland,ENG,LCA,,,,173,67,0,0,,
Andrew Thomas,GK,Goalkeeper,Watford,English Premier Division,ENG,ENG1,1,08/01/1998,1,2,6383,209,17,NaN,ENG,UK & Ireland,ENG,,,,,179,72,0,0,,
Chris Salmon,D (R),Defender,York,English Football League 2,ENG,ENG4,5,08/01/1998,1,2,6383,209,17,Middlesbrough,ENG,UK & Ireland,ENG,,,,,176,69,0,0,,
Joe Delacoe,M (R),Midfielder,Wolves,English Football League Championship,ENG,ENG2,3,07/01/1998,1,2,6384,209,17,Oswestry,ENG,UK & Ireland,ENG,,,,,180,72,0,0,,
Matty Waters,D (L),Defender,Chester,NaN,ENG,NONE,7,07/01/1998,1,2,6384,209,17,NaN,ENG,UK & Ireland,ENG,,,,,179,72,0,0,,
Elijah Adebayo,D (C),Defender,Fulham,English Football League Championship,ENG,ENG2,3,07/01/1998,1,2,6384,209,17,NaN,ENG,UK & Ireland,ENG,NGA,,,,190,82,0,0,,
Zenon Stylianides,M (C),Midfielder,Tottenham,English Premier Division,ENG,ENG1,1,07/01/1998,1,2,6384,209,17,London,ENG,UK & Ireland,ENG,GRE,,,,183,77,0,0,,
Shamal George,GK,Goalkeeper,Liverpool,English Premier Division,ENG,ENG1,1,06/01/1998,1,2,6385,209,17,Liverpool,ENG,UK & Ireland,ENG,,,,,181,74,0,0,,
Ben Pollock,D (C),Defender,Newcastle,English Premier Division,ENG,ENG1,1,06/01/1998,1,2,6385,209,17,Bolton,ENG,UK & Ireland,ENG,,,,,186,86,0,0,,
Zak Lilly,M/AM (RL),Midfielder,AFC Telford,NaN,ENG,NONE,7,06/01/1998,1,2,6385,209,17,NaN,ENG,UK & Ireland,ENG,,,,,183,75,0,0,,
Brandon Smalley,"M/AM (C), ST (C)",Midfielder,Rochdale,English Football League 1,ENG,ENG3,4,05/01/1998,1,2,6386,209,17,Scarborough,ENG,UK & Ireland,ENG,,,,,173,67,0,0,,
Jordan Sangha,M (C),Midfielder,Walsall,English Football League 1,ENG,ENG3,4,04/01/1998,1,2,6387,209,17,NaN,ENG,UK & Ireland,ENG,IND,,,,195,82,0,0,,
Danny McKenna,M (C),Midfielder,Bolton,English Football League Championship,ENG,ENG2,3,04/01/1998,1,2,6387,209,17,Liverpool,ENG,UK & Ireland,ENG,,,,,172,69,0,0,,
Daniel Wright,M (C),Midfielder,Sunderland,English Premier Division,ENG,ENG1,1,04/01/1998,1,2,6387,209,17,NaN,ENG,UK & Ireland,ENG,,,,,184,67,0,0,,
Stuart Callaway,ST (C),Forward,Blackburn,English Football League Championship,ENG,ENG2,3,04/01/1998,1,2,6387,209,17,NaN,ENG,UK & Ireland,ENG,,,,,186,64,0,0,,
Harry Bell,D (R),Defender,Yeovil,English Football League 2,ENG,ENG4,5,04/01/1998,1,2,6387,209,17,NaN,ENG,UK & Ireland,ENG,,,,,176,67,0,0,,
Harley Black,M (C),Midfielder,Norwich,English Premier Division,ENG,ENG1,1,03/01/1998,1,2,6388,209,17,NaN,ENG,UK & Ireland,ENG,,,,,169,64,0,0,,
Ben Griffiths,D/WB/M (R),Defender,Yeovil,English Football League 2,ENG,ENG4,5,03/01/1998,1,2,6388,209,17,NaN,ENG,UK & Ireland,ENG,,,,,190,72,0,0,,
Marcus Dinanga,AM (L),Forward,Burton,English Football League 1,ENG,ENG3,4,02/01/1998,1,2,6389,209,17,NaN,ENG,UK & Ireland,ENG,,,,,179,71,0,0,,
Toby Wells,D (C),Defender,Stoke,English Premier Division,ENG,ENG1,1,02/01/1998,1,2,6389,209,17,Loughborough,ENG,UK & Ireland,ENG,,,,,178,74,0,0,,
Jack Storer,"M (C), ST (C)",Midfielder,Stevenage,English Football League 2,ENG,ENG4,5,02/01/1998,1,2,6389,209,17,NaN,ENG,UK & Ireland,ENG,,,,,188,70,0,0,,
Callum Stanton,GK,Goalkeeper,Bournemouth,English Premier Division,ENG,ENG1,1,02/01/1998,1,2,6389,209,17,Southampton,ENG,UK & Ireland,ENG,,,,,185,78,0,0,,
Michael Pearson,D (L),Defender,Burton,English Football League 1,ENG,ENG3,4,02/01/1998,1,2,6389,209,17,NaN,ENG,UK & Ireland,ENG,,,,,175,68,0,0,,
Joe Bedford,M (C),Midfielder,Southend,English Football League 1,ENG,ENG3,4,01/01/1998,1,2,6390,210,17,NaN,ENG,UK & Ireland,ENG,,,,,177,69,0,0,,
James Mcree,GK,Goalkeeper,Southend,English Football League 1,ENG,ENG3,4,01/01/1998,1,2,6390,210,17,NaN,ENG,UK & Ireland,ENG,,,,,189,76,0,0,,
Josh Bexon,GK,Goalkeeper,Southend,English Football League 1,ENG,ENG3,4,01/01/1998,1,2,6390,210,17,NaN,ENG,UK & Ireland,ENG,,,,,187,80,0,0,,
Toby Down,D (C),Defender,Exeter,English Football League 2,ENG,ENG4,5,01/01/1998,1,2,6390,210,17,Torquay,ENG,UK & Ireland,ENG,,,,,189,63,0,0,,
Abdul Salami,D (C),Defender,Southend,English Football League 1,ENG,ENG3,4,01/01/1998,1,2,6390,210,17,NaN,ENG,UK & Ireland,ENG,,,,,192,81,0,0,,
Renei Batlokwa,M (C),Midfielder,Southend,English Football League 1,ENG,ENG3,4,01/01/1998,1,2,6390,210,17,NaN,ENG,UK & Ireland,ENG,,,,,175,69,0,0,,
George Miller,ST (C),Forward,Bury,English Football League 1,ENG,ENG3,4,01/01/1998,1,2,6390,210,17,Bolton,ENG,UK & Ireland,ENG,,,,,186,74,0,0,,
Tom King,M (L),Midfielder,Shrewsbury,English Football League 1,ENG,ENG3,4,01/01/1998,1,2,6390,210,17,Coventry,ENG,UK & Ireland,ENG,,,,,172,60,0,0,,
Sonny Coutts,D (C),Defender,Southend,English Football League 1,ENG,ENG3,4,01/01/1998,1,2,6390,210,17,NaN,ENG,UK & Ireland,ENG,,,,,177,69,0,0,,
George Burton,ST (C),Forward,Southend,English Football League 1,ENG,ENG3,4,01/01/1998,1,2,6390,210,17,NaN,ENG,UK & Ireland,ENG,,,,,180,75,0,0,,
Jake Payling,D (L),Defender,Notts Co,English Football League 2,ENG,ENG4,5,01/01/1998,1,2,6390,210,17,NaN,ENG,UK & Ireland,ENG,,,,,174,66,0,0,,
Harry Phillips,AM (C),Forward,Southend,English Football League 1,ENG,ENG3,4,01/01/1998,1,2,6390,210,17,NaN,ENG,UK & Ireland,ENG,,,,,177,70,0,0,,
Tom Lowery,M (L),Midfielder,Crewe,English Football League 1,ENG,ENG3,4,31/12/1997,12,2,6391,210,17,Manchester,ENG,UK & Ireland,ENG,,,,,176,69,0,0,,
Oliver Byrne,GK,Goalkeeper,Man Utd,English Premier Division,ENG,ENG1,1,31/12/1997,12,2,6391,210,17,Salford,ENG,UK & Ireland,ENG,IRL,,,,188,78,0,0,,
Thomas Marshall,"D (C), DM",Defender,Chesterfield,English Football League 1,ENG,ENG3,4,31/12/1997,12,2,6391,210,17,Nottingham,ENG,UK & Ireland,ENG,,,,,174,61,0,0,,
James Dawson,GK,Goalkeeper,Hartlepool,English Football League 2,ENG,ENG4,5,31/12/1997,12,2,6391,210,17,NaN,ENG,UK & Ireland,ENG,,,,,186,78,0,0,,
Kevin Mbuti,D (C),Defender,Doncaster,English Football League 1,ENG,ENG3,4,31/12/1997,12,2,6391,210,17,NaN,ENG,UK & Ireland,ENG,,,,,181,74,0,0,,
Jordan Graham,"AM (C), ST (C)",Forward,Oxford,English Football League 2,ENG,ENG4,5,30/12/1997,12,2,6392,210,17,Peterborough,ENG,UK & Ireland,ENG,,,,,173,66,0,0,,
Josh Dolling,"AM (C), ST (C)",Forward,Burnley,English Football League Championship,ENG,ENG2,3,29/12/1997,12,2,6393,210,17,Hillingdon,ENG,UK & Ireland,ENG,,,,,192,81,0,0,,
Jordan Potter,M (C),Midfielder,Birmingham,English Football League Championship,ENG,ENG2,3,28/12/1997,12,2,6394,210,17,Birmingham,ENG,UK & Ireland,ENG,,,,,184,75,0,0,,
Raekwan Smith,D (LC),Defender,Walsall,English Football League 1,ENG,ENG3,4,28/12/1997,12,2,6394,210,17,NaN,ENG,UK & Ireland,ENG,,,,,178,72,0,0,,
Arron Bradbury,"AM (L), ST (C)",Forward,Carlisle,English Football League 2,ENG,ENG4,5,26/12/1997,12,2,6396,210,17,Carlisle,ENG,UK & Ireland,ENG,,,,,177,70,0,0,,
Carlito Lawton,ST (C),Forward,Barnet,English Football League 2,ENG,ENG4,5,26/12/1997,12,2,6396,210,17,NaN,ENG,UK & Ireland,ENG,,,,,191,80,0,0,,
Nick Kennedy,"D (C), ST (C)",Defender,York,English Football League 2,ENG,ENG4,5,26/12/1997,12,2,6396,210,17,York,ENG,UK & Ireland,ENG,,,,,186,80,0,0,,
Dan Jezeph,GK,Goalkeeper,Walsall,English Football League 1,ENG,ENG3,4,25/12/1997,12,2,6397,210,17,NaN,ENG,UK & Ireland,ENG,,,,,179,71,0,0,,
Steven Seddon,D (L),Defender,Birmingham,English Football League Championship,ENG,ENG2,3,25/12/1997,12,2,6397,210,17,Reading,ENG,UK & Ireland,ENG,,,,,183,75,0,0,,
Jamie Smith,D (RC),Defender,Walsall,English Football League 1,ENG,ENG3,4,25/12/1997,12,2,6397,210,17,NaN,ENG,UK & Ireland,ENG,,,,,181,71,0,0,,
Ben Walker,D (RC),Defender,Bournemouth,English Premier Division,ENG,ENG1,1,24/12/1997,12,2,6398,210,17,Poole,ENG,UK & Ireland,ENG,,,,,183,76,0,0,,
Chris Millar,M/AM (C),Midfielder,Charlton,English Football League Championship,ENG,ENG2,3,24/12/1997,12,2,6398,210,17,London,ENG,UK & Ireland,ENG,,,,,187,78,0,0,,
Callum Gunner,D (RC),Defender,Accrington,English Football League 2,ENG,ENG4,5,24/12/1997,12,2,6398,210,17,NaN,ENG,UK & Ireland,ENG,,,,,186,78,0,0,,
Darren Foxley,M (C),Midfielder,Dag & Red,English Football League 2,ENG,ENG4,5,24/12/1997,12,2,6398,210,17,Ilford,ENG,UK & Ireland,ENG,,,,,173,60,0,0,,
Charlie Kirk,M (RL),Midfielder,Crewe,English Football League 1,ENG,ENG3,4,24/12/1997,12,2,6398,210,17,Crewe,ENG,UK & Ireland,ENG,,,,,178,69,0,0,,
Callum Maycock,"D (C), DM, M (C)",Defender,Coventry,English Football League 1,ENG,ENG3,4,23/12/1997,12,2,6399,210,17,NaN,ENG,UK & Ireland,ENG,,,,,172,66,0,0,,
Jamie Stott,D (LC),Defender,Oldham,English Football League 1,ENG,ENG3,4,22/12/1997,12,2,6400,210,17,Manchester,ENG,UK & Ireland,ENG,,,,,187,78,0,0,,
Ross Elsom,M (C),Midfielder,West Ham,English Premier Division,ENG,ENG1,1,22/12/1997,12,2,6400,210,17,NaN,ENG,UK & Ireland,ENG,,,,,188,79,0,0,,
Dominique Bongo,D (C),Defender,AFC Wimbledon,English Football League 2,ENG,ENG4,5,21/12/1997,12,2,6401,210,17,Sutton,ENG,UK & Ireland,ENG,,,,,188,72,0,0,,
Harry Lewis,GK,Goalkeeper,Southampton,English Premier Division,ENG,ENG1,1,20/12/1997,12,2,6402,210,17,NaN,ENG,UK & Ireland,ENG,,,,,191,77,0,0,,
Tom Walters,"DM, M (C)",Midfielder,Norwich,English Premier Division,ENG,ENG1,1,20/12/1997,12,2,6402,210,17,NaN,ENG,UK & Ireland,ENG,,,,,171,66,0,0,,
George Fowler,D (C),Defender,Ipswich,English Football League Championship,ENG,ENG2,3,20/12/1997,12,2,6402,210,17,Chelmsford,ENG,UK & Ireland,ENG,,,,,180,79,0,0,,
Josh Stachini,D (L),Defender,Sheff Wed,English Football League Championship,ENG,ENG2,3,19/12/1997,12,2,6403,210,17,Manchester,ENG,UK & Ireland,ENG,NIR,,,,174,66,0,0,,
Fikayo Tomori,D (RC),Defender,Chelsea,English Premier Division,ENG,ENG1,1,19/12/1997,12,2,6403,210,17,Calgary (AB),ENG,North America,ENG,NGA,,,,184,75,0,0,,
Jack Turnbull,D (C),Defender,Hartlepool,English Football League 2,ENG,ENG4,5,18/12/1997,12,2,6404,210,17,NaN,ENG,UK & Ireland,ENG,,,,,193,81,0,0,,
Marcus Browne,M/AM (C),Midfielder,West Ham,English Premier Division,ENG,ENG1,1,18/12/1997,12,2,6404,210,17,NaN,ENG,UK & Ireland,ENG,,,,,177,68,0,0,,
Matthew Worthington,M (C),Midfielder,Bournemouth,English Premier Division,ENG,ENG1,1,18/12/1997,12,2,6404,210,17,NaN,ENG,UK & Ireland,ENG,,,,,172,68,0,0,,
Bradley Peace-McDonald,D (C),Defender,Rotherham,English Football League Championship,ENG,ENG2,3,17/12/1997,12,2,6405,210,17,NaN,ENG,UK & Ireland,ENG,,,,,194,83,0,0,,
Milo Downey,M (C),Midfielder,Colchester,English Football League 1,ENG,ENG3,4,17/12/1997,12,2,6405,210,17,NaN,ENG,UK & Ireland,ENG,,,,,173,65,0,0,,
Korey Roberts,D (C),Defender,Walsall,English Football League 1,ENG,ENG3,4,17/12/1997,12,2,6405,210,17,NaN,ENG,UK & Ireland,ENG,,,,,183,76,0,0,,
Joe Lea,M (C),Midfielder,Southampton,English Premier Division,ENG,ENG1,1,16/12/1997,12,2,6406,210,17,Portsmouth,ENG,UK & Ireland,ENG,,,,,181,65,0,0,,
Khaellem Bailey,ST (C),Forward,Birmingham,English Football League Championship,ENG,ENG2,3,16/12/1997,12,2,6406,210,17,Wolverhampton,ENG,UK & Ireland,ENG,JAM,,,,182,74,0,0,,
Louis Johnson,ST (C),Forward,Newcastle,English Premier Division,ENG,ENG1,1,16/12/1997,12,2,6406,210,17,Middlesbrough,ENG,UK & Ireland,ENG,,,,,177,70,0,0,,
Oliver Finney,M (C),Midfielder,Crewe,English Football League 1,ENG,ENG3,4,15/12/1997,12,2,6407,210,17,StokeNaNonNaNTrent,ENG,UK & Ireland,ENG,,,,,182,71,0,0,,
Montel Gibson,ST (C),Forward,Notts Co,English Football League 2,ENG,ENG4,5,15/12/1997,12,2,6407,210,17,NaN,ENG,UK & Ireland,ENG,,,,,178,77,0,0,,
Joe Muscatt,D (L),Defender,Tottenham,English Premier Division,ENG,ENG1,1,15/12/1997,12,2,6407,210,17,London,ENG,UK & Ireland,ENG,,,,,181,65,0,0,,
Charlie Rowan,D (C),Defender,Watford,English Premier Division,ENG,ENG1,1,14/12/1997,12,2,6408,210,17,NaN,ENG,UK & Ireland,ENG,,,,,191,72,0,0,,
Tyla Bell,ST (C),Forward,Leeds,English Football League Championship,ENG,ENG2,3,13/12/1997,12,2,6409,210,17,Doncaster,ENG,UK & Ireland,ENG,,,,,185,78,0,0,,
James Gibbons,D (R),Defender,Port Vale,English Football League 1,ENG,ENG3,4,13/12/1997,12,2,6409,210,17,NaN,ENG,UK & Ireland,ENG,,,,,163,60,0,0,,
Denver Hume,D (L),Defender,Sunderland,English Premier Division,ENG,ENG1,1,13/12/1997,12,2,6409,210,17,NaN,ENG,UK & Ireland,ENG,,,,,190,81,0,0,,
Kundai Benyu,M (C),Midfielder,Ipswich,English Football League Championship,ENG,ENG2,3,12/12/1997,12,2,6410,210,17,London,ENG,UK & Ireland,ENG,ZIM,,,,178,63,0,0,,
Jacob Evans,M (C),Midfielder,Chester,NaN,ENG,NONE,7,12/12/1997,12,2,6410,210,17,Chester,ENG,UK & Ireland,ENG,,,,,184,75,0,0,,
Tom Matthews,D (RC),Defender,Q.P.R.,English Football League Championship,ENG,ENG2,3,12/12/1997,12,2,6410,210,17,Norwich,ENG,UK & Ireland,ENG,,,,,191,77,0,0,,
Jack Watts,M (C),Midfielder,Swansea,English Premier Division,ENG,ENG1,1,11/12/1997,12,2,6411,210,17,Liverpool,ENG,UK & Ireland,ENG,,,,,181,74,0,0,,
James Bree,"D/WB (R), M (RC)",Defender,Barnsley,English Football League 1,ENG,ENG3,4,11/12/1997,12,2,6411,210,17,Wakefield,ENG,UK & Ireland,ENG,,,,,172,60,0,12,,
Alex Mushata,M (R),Midfielder,Northampton,English Football League 2,ENG,ENG4,5,11/12/1997,12,2,6411,210,17,NaN,ENG,UK & Ireland,ENG,,,,,175,68,0,0,,
Ben Wynter,D (RC),Defender,Crystal Palace,English Premier Division,ENG,ENG1,1,11/12/1997,12,2,6411,210,17,London,ENG,UK & Ireland,ENG,,,,,183,58,0,0,,
Omar Haughton,D (C),Defender,Port Vale,English Football League 1,ENG,ENG3,4,10/12/1997,12,2,6412,210,17,NaN,ENG,UK & Ireland,ENG,,,,,183,74,0,0,,
Daniel Batty,M (C),Midfielder,Hull,English Football League Championship,ENG,ENG2,3,10/12/1997,12,2,6412,210,17,Pontefract,ENG,UK & Ireland,ENG,,,,,172,68,0,0,,
Tyler Berry,M (C),Midfielder,Rochdale,English Football League 1,ENG,ENG3,4,10/12/1997,12,2,6412,210,17,Manchester,ENG,UK & Ireland,ENG,,,,,168,64,0,0,,
Luke Charman,ST (C),Forward,Newcastle,English Premier Division,ENG,ENG1,1,09/12/1997,12,2,6413,210,17,Durham,ENG,UK & Ireland,ENG,,,,,186,83,0,0,,
Harvey Barnes,M/AM (L),Midfielder,Leicester,English Premier Division,ENG,ENG1,1,09/12/1997,12,2,6413,210,17,NaN,ENG,UK & Ireland,ENG,,,,,175,67,0,0,,
Ellis Hancox,D (C),Defender,Preston,English Football League Championship,ENG,ENG2,3,09/12/1997,12,2,6413,210,17,NaN,ENG,UK & Ireland,ENG,,,,,191,83,0,0,,
Kane Lewis,D (L),Defender,Walsall,English Football League 1,ENG,ENG3,4,08/12/1997,12,2,6414,210,17,NaN,ENG,UK & Ireland,ENG,,,,,180,70,0,0,,
Kellan Gordon,"AM (R), ST (C)",Forward,Derby,English Football League Championship,ENG,ENG2,3,08/12/1997,12,2,6414,210,17,NaN,ENG,UK & Ireland,ENG,,,,,177,68,0,0,,
Liam Knowles,D (LC),Defender,Plymouth,English Football League 2,ENG,ENG4,5,06/12/1997,12,2,6416,210,17,Swindon,ENG,UK & Ireland,ENG,,,,,181,71,0,0,,
Luke Southwood,GK,Goalkeeper,Reading,English Football League Championship,ENG,ENG2,3,06/12/1997,12,2,6416,210,17,Oxford,ENG,UK & Ireland,ENG,,,,,189,79,0,0,,
Adam May,"DM, M (C)",Midfielder,Portsmouth,English Football League 2,ENG,ENG4,5,06/12/1997,12,2,6416,210,17,NaN,ENG,UK & Ireland,ENG,,,,,187,77,0,1,,
Kesi Omolokun,D (C),Defender,Bradford City,English Football League 1,ENG,ENG3,4,05/12/1997,12,2,6417,210,17,Bradford,ENG,UK & Ireland,ENG,,,,,172,67,0,0,,
Adam Male,D (LC),Defender,Hartlepool,English Football League 2,ENG,ENG4,5,05/12/1997,12,2,6417,210,17,NaN,ENG,UK & Ireland,ENG,,,,,184,77,0,0,,
Connor O'Grady,D (C),Defender,Sheff Wed,English Football League Championship,ENG,ENG2,3,05/12/1997,12,2,6417,210,17,Sheffield,ENG,UK & Ireland,ENG,,,,,185,77,0,0,,
Tyler Blake,M (C),Midfielder,Mansfield,English Football League 2,ENG,ENG4,5,04/12/1997,12,2,6418,210,17,NaN,ENG,UK & Ireland,ENG,,,,,181,65,0,0,,
Niall McGoldrick,D (C),Defender,Middlesbrough,English Football League Championship,ENG,ENG2,3,04/12/1997,12,2,6418,210,17,Hartlepool,ENG,UK & Ireland,ENG,,,,,186,76,0,0,,
Ryan Nyambe,D (RC),Defender,Blackburn,English Football League Championship,ENG,ENG2,3,04/12/1997,12,2,6418,210,17,Manchester,ENG,UK & Ireland,ENG,,,,,181,70,0,0,,
Nick Grimes,D/M (C),Defender,Exeter,English Football League 2,ENG,ENG4,5,04/12/1997,12,2,6418,210,17,Exeter,ENG,UK & Ireland,ENG,,,,,180,64,0,0,,
Bradley McDonagh,GK,Goalkeeper,Sheff Wed,English Football League Championship,ENG,ENG2,3,04/12/1997,12,2,6418,210,17,Manchester,ENG,UK & Ireland,ENG,,,,,187,76,0,0,,
Scott Merritt,M (C),Midfielder,Exeter,English Football League 2,ENG,ENG4,5,03/12/1997,12,2,6419,210,17,Taunton,ENG,UK & Ireland,ENG,,,,,181,73,0,0,,
Harvey Burt,ST (C),Forward,Northampton,English Football League 2,ENG,ENG4,5,03/12/1997,12,2,6419,210,17,NaN,ENG,UK & Ireland,ENG,,,,,181,74,0,0,,
Luther Wildin,M (C),Midfielder,Notts Co,English Football League 2,ENG,ENG4,5,03/12/1997,12,2,6419,210,17,NaN,ENG,UK & Ireland,ENG,,,,,183,76,0,0,,
Sam Field,"DM, M (C)",Midfielder,West Brom,English Premier Division,ENG,ENG1,1,03/12/1997,12,2,6419,210,17,NaN,ENG,UK & Ireland,ENG,,,,,176,69,0,0,,
