name,position,group,club,division,based_in,division_tier,tier_quality,date_of_birth,birth_month,birth_quarter,age_(days)_on_1_july_2015,age_(months)_on_1_july_2015,age_(years)_on_1_july_2015,birth_city,nation_of_birth,birth_region,nationality,second_nationality,height_(ft_in),height_(ft),height_(in),height_(cm),weight_(kg),goals,appearances,is_top_4_tier,train_or_test
Martin Herdman,GK,Goalkeeper,Q.P.R.,English Football League Championship,ENG,ENG2,3,03/09/1996,9,1,6875,225,18,Isleworth,ENG,UK & Ireland,ENG,,,,,189,83,0,0,,
Alexander Head,M (C),Midfielder,NaN,NaN,ENG,NONE,7,01/09/1996,9,1,6877,226,18,Goole,ENG,UK & Ireland,ENG,,,,,175,73,0,0,,
Lewis Cook,"DM, M (C)",Midfielder,Leeds,English Football League Championship,ENG,ENG2,3,01/09/1996,9,1,6877,226,18,Leeds,ENG,UK & Ireland,ENG,,,,,176,71,0,37,,
Alfie Young,D (C),Defender,Watford,English Premier Division,ENG,ENG1,1,26/08/1996,8,4,6883,226,18,NaN,ENG,UK & Ireland,ENG,,,,,190,82,0,0,,
Rob Hall,D (C),Defender,NaN,NaN,ENG,NONE,7,26/08/1996,8,4,6883,226,18,NaN,ENG,UK & Ireland,ENG,,,,,183,78,0,0,,
Will Collar,M (C),Midfielder,Brighton,English Football League Championship,ENG,ENG2,3,23/08/1996,8,4,6886,226,18,Horsham,ENG,UK & Ireland,ENG,,,,,175,71,0,0,,
Nick Cassidy,M (C),Midfielder,NaN,NaN,ENG,NONE,7,21/08/1996,8,4,6888,226,18,NaN,ENG,UK & Ireland,ENG,,,,,173,67,0,0,,
Cameron Borthwick-Jackson,D (LC),Defender,Man Utd,English Premier Division,ENG,ENG1,1,15/08/1996,8,4,6894,226,18,NaN,ENG,UK & Ireland,ENG,,,,,181,75,0,0,,
Luke Wakeman,GK,Goalkeeper,Cardiff,English Football League Championship,ENG,ENG2,3,14/08/1996,8,4,6895,226,18,NaN,ENG,UK & Ireland,ENG,,,,,191,82,0,0,,
Jack Doyle,D (L),Defender,Blackburn,English Football League Championship,ENG,ENG2,3,11/08/1996,8,4,6898,226,18,NaN,ENG,UK & Ireland,ENG,,,,,178,67,0,0,,
Ethan Wassall,D (C),Defender,Derby,English Football League Championship,ENG,ENG2,3,10/08/1996,8,4,6899,226,18,NaN,ENG,UK & Ireland,ENG,,,,,187,80,0,0,,
Jack Bradley,D (C),Defender,FC Halifax,NaN,ENG,NONE,7,27/07/1996,7,4,6913,227,18,Huddersfield,ENG,UK & Ireland,ENG,,,,,186,74,0,0,,
Ben Potter,D (R),Defender,NaN,NaN,ENG,NONE,7,17/07/1996,7,4,6923,227,18,Warrington,ENG,UK & Ireland,ENG,,,,,178,70,0,0,,
Brendan Pearson,GK,Goalkeeper,Newcastle,English Premier Division,ENG,ENG1,1,16/07/1996,7,4,6924,227,18,Newcastle,ENG,UK & Ireland,ENG,,,,,191,77,0,0,,
Matt Long,D (L),Defender,NaN,NaN,ENG,NONE,7,16/07/1996,7,4,6924,227,18,NaN,ENG,UK & Ireland,ENG,,,,,192,84,0,0,,
Jonathan-Pierre Jones,ST (C),Forward,NaN,NaN,ENG,NONE,7,15/07/1996,7,4,6925,227,18,NaN,ENG,UK & Ireland,ENG,,,,,180,74,0,0,,
Aron Gordon,M/AM (R),Midfielder,NaN,NaN,ENG,NONE,7,14/07/1996,7,4,6926,227,18,London,ENG,UK & Ireland,ENG,,,,,161,61,0,0,,
Aaron Collis,M/AM (R),Midfielder,York,English Football League 2,ENG,ENG4,5,10/07/1996,7,4,6930,227,18,York,ENG,UK & Ireland,ENG,,,,,176,63,0,0,,
Tyrone Duffus,M/AM (C),Midfielder,Everton,English Premier Division,ENG,ENG1,1,09/07/1996,7,4,6931,227,18,Cheltenham,ENG,UK & Ireland,ENG,IRL,,,,186,64,0,0,,
Joe Nuttall,ST (C),Forward,Aberdeen,Scottish Premiership,SCO,SCO1,3,09/07/1996,7,4,6931,227,18,NaN,ENG,UK & Ireland,ENG,,,,,185,75,0,0,,
George Newell,ST (C),Forward,Bolton,English Football League Championship,ENG,ENG2,3,09/07/1996,7,4,6931,227,18,Formby,ENG,UK & Ireland,ENG,,,,,178,64,0,0,,
Daniel Hayfield,M (C),Midfielder,NaN,NaN,ENG,NONE,7,03/07/1996,7,4,6937,227,18,NaN,ENG,UK & Ireland,ENG,,,,,180,66,0,0,,
Matt Miles,D (RC),Defender,Leicester,English Premier Division,ENG,ENG1,1,02/07/1996,7,4,6938,227,18,NaN,ENG,UK & Ireland,ENG,,,,,184,77,0,0,,
Anthony Guppy,AM (C),Forward,Brentford,English Football League Championship,ENG,ENG2,3,01/07/1996,7,4,6939,228,18,NaN,ENG,UK & Ireland,ENG,,,,,172,70,0,0,,
Harry Hagon,D (C),Defender,NaN,NaN,ENG,NONE,7,30/06/1996,6,4,6940,228,18,Manchester,ENG,UK & Ireland,ENG,,,,,188,82,0,0,,
Harry Norman,M (C),Midfielder,Southend,English Football League 1,ENG,ENG3,4,25/06/1996,6,4,6945,228,18,NaN,ENG,UK & Ireland,ENG,,,,,188,72,0,0,,
Stefan O'Connor,D (C),Defender,Arsenal,English Premier Division,ENG,ENG1,1,25/06/1996,6,4,6945,228,18,Croydon,ENG,UK & Ireland,ENG,,,,,188,79,0,0,,
James Justin,M (C),Midfielder,Luton,English Football League 2,ENG,ENG4,5,24/06/1996,6,4,6946,228,18,NaN,ENG,UK & Ireland,ENG,,,,,187,83,0,0,,
Andrew Mills,D (C),Defender,Woking,NaN,ENG,NONE,7,20/06/1996,6,4,6950,228,18,NaN,ENG,UK & Ireland,ENG,,,,,190,82,0,0,,
Giorgio Rasulo,"M/AM (C), ST (C)",Midfielder,MK Dons,English Football League Championship,ENG,ENG2,3,19/06/1996,6,4,6951,228,18,Banbury,ENG,UK & Ireland,ENG,ITA,,,,178,75,0,13,,
David Nicol-Wilson,D (C),Defender,Dag & Red,English Football League 2,ENG,ENG4,5,16/06/1996,6,4,6954,228,18,Bjerringbro,ENG,Scandinavia,ENG,,,,,178,58,0,0,,
Loius Ezewele,D (R),Defender,Romulus,NaN,ENG,NONE,7,11/06/1996,6,4,6959,228,18,Birmingham,ENG,UK & Ireland,ENG,,,,,184,76,0,0,,
James Atkinson,D (C),Defender,NaN,NaN,ENG,NONE,7,10/06/1996,6,4,6960,228,18,South Shields,ENG,UK & Ireland,ENG,,,,,188,80,0,0,,
Magnus Norman,GK,Goalkeeper,Hayes & Yeading,NaN,ENG,NONE,7,09/06/1996,6,4,6961,228,18,NaN,ENG,UK & Ireland,ENG,,,,,191,83,0,10,,
Nico Cotton,AM (L),Forward,Southend,English Football League 1,ENG,ENG3,4,08/06/1996,6,4,6962,228,18,NaN,ENG,UK & Ireland,ENG,,,,,184,69,0,0,,
Kier Dickson,D (L),Defender,Fleetwood,English Football League 1,ENG,ENG3,4,07/06/1996,6,4,6963,228,18,NaN,ENG,UK & Ireland,ENG,,,,,186,77,0,0,,
Nyal Bell,ST (C),Forward,Rochdale,English Football League 1,ENG,ENG3,4,06/06/1996,6,4,6964,228,18,Manchester,ENG,UK & Ireland,ENG,,,,,191,89,0,3,,
Daniel Barlaser,AM (RL),Forward,Newcastle,English Premier Division,ENG,ENG1,1,04/06/1996,6,4,6966,228,18,Gateshead,ENG,UK & Ireland,ENG,TUR,,,,183,61,0,0,,
George Pierce,DM,Midfielder,NaN,NaN,ENG,NONE,7,03/06/1996,6,4,6967,228,18,NaN,ENG,UK & Ireland,ENG,,,,,178,66,0,0,,
Reece Hayes,M/AM (C),Midfielder,NaN,NaN,ENG,NONE,7,24/05/1996,5,3,6977,229,18,NaN,ENG,UK & Ireland,ENG,,,,,173,69,0,0,,
Trey Williams,M (C),Midfielder,NaN,NaN,ENG,NONE,7,23/05/1996,5,3,6978,229,18,NaN,ENG,UK & Ireland,ENG,,,,,169,65,0,0,,
Aaron Hayden,D (C),Defender,Wolves,English Football League Championship,ENG,ENG2,3,20/05/1996,5,3,6981,229,18,Croydon,ENG,UK & Ireland,ENG,JAM,,,,192,86,0,0,,
Ben Drennan,M (C),Midfielder,Barnsley,English Football League 1,ENG,ENG3,4,19/05/1996,5,3,6982,229,18,Sunderland,ENG,UK & Ireland,ENG,,,,,171,66,0,0,,
Jack Senior,D/WB (L),Defender,Huddersfield,English Football League Championship,ENG,ENG2,3,13/05/1996,5,3,6988,229,18,Halifax,ENG,UK & Ireland,ENG,,,,,172,68,0,0,,
Demetri Mitchell,"AM (RL), ST (C)",Forward,Man Utd,English Premier Division,ENG,ENG1,1,13/05/1996,5,3,6988,229,18,Manchester,ENG,UK & Ireland,ENG,,,,,181,67,0,0,,
Harry Voss,GK,Goalkeeper,Tottenham,English Premier Division,ENG,ENG1,1,13/05/1996,5,3,6988,229,18,Welwyn Garden City,ENG,UK & Ireland,ENG,,,,,179,74,0,0,,
Lewis Byrne-Hewitt,ST (C),Forward,NaN,NaN,ENG,NONE,7,07/05/1996,5,3,6994,229,18,NaN,ENG,UK & Ireland,ENG,,,,,176,70,0,0,,
Tahvon Campbell,"AM (R), ST (C)",Forward,Kidderminster,NaN,ENG,NONE,7,04/05/1996,5,3,6997,229,18,NaN,ENG,UK & Ireland,ENG,,,,,186,76,0,0,,
Niall Mason,D (C),Defender,Aston Villa,English Premier Division,ENG,ENG1,1,30/04/1996,4,3,7001,230,18,NaN,ENG,UK & Ireland,ENG,USA,,,,187,80,0,0,,
Joe Worrall,D (C),Defender,Nottm Forest,English Football League Championship,ENG,ENG2,3,30/04/1996,4,3,7001,230,18,NaN,ENG,UK & Ireland,ENG,,,,,195,84,0,0,,
Harry Anderson,M (RL),Midfielder,Peterborough,English Football League 1,ENG,ENG3,4,30/04/1996,4,3,7001,230,18,Slough,ENG,UK & Ireland,ENG,,,,,180,74,0,6,,
Jack Cowgill,D (C),Defender,Barnsley,English Football League 1,ENG,ENG3,4,28/04/1996,4,3,7003,230,18,Wakefield,ENG,UK & Ireland,ENG,,,,,186,85,0,2,,
Bradley Carroll,D (R),Defender,Barrow,NaN,ENG,NONE,7,18/04/1996,4,3,7013,230,18,BarrowNaNinNaNFurness,ENG,UK & Ireland,ENG,,,,,174,70,0,0,,
Conor Smith,M (C),Midfielder,Fleetwood,English Football League 1,ENG,ENG3,4,17/04/1996,4,3,7014,230,18,NaN,ENG,UK & Ireland,ENG,,,,,172,69,0,0,,
Callum Rzonca,"M (C), AM (L)",Midfielder,York,English Football League 2,ENG,ENG4,5,16/04/1996,4,3,7015,230,18,Leeds,ENG,UK & Ireland,ENG,,,,,171,66,0,0,,
Izzy Brown,"AM (RL), ST (C)",Forward,Vitesse,Eredivisie,NED,NED1,2,15/04/1996,4,3,7016,230,18,Peterborough,ENG,UK & Ireland,ENG,,,,,184,77,0,2,,
Matthew Hall,D (C),Defender,Watford,English Premier Division,ENG,ENG1,1,14/04/1996,4,3,7017,230,18,NaN,ENG,UK & Ireland,ENG,,,,,190,73,0,0,,
Brad Coggins,D (C),Defender,NaN,NaN,ENG,NONE,7,14/04/1996,4,3,7017,230,18,NaN,ENG,UK & Ireland,ENG,,,,,186,76,0,0,,
Daniel Williams,ST (C),Forward,NaN,NaN,ENG,NONE,7,11/04/1996,4,3,7020,230,18,NaN,ENG,UK & Ireland,ENG,,,,,179,66,0,0,,
Elliot Hogan,ST (C),Forward,NaN,NaN,ENG,NONE,7,11/04/1996,4,3,7020,230,18,Birmingham,ENG,UK & Ireland,ENG,,,,,179,75,0,0,,
Freddie Gard,AM (C),Forward,Southend,English Football League 1,ENG,ENG3,4,09/04/1996,4,3,7022,230,18,NaN,ENG,UK & Ireland,ENG,,,,,186,81,0,0,,
Pat Weaver,GK,Goalkeeper,NaN,NaN,ENG,NONE,7,09/04/1996,4,3,7022,230,18,Hull,ENG,UK & Ireland,ENG,,,,,189,82,0,0,,
Callum Williams,D (C),Defender,Newcastle,English Premier Division,ENG,ENG1,1,09/04/1996,4,3,7022,230,18,Bishop Auckland,ENG,UK & Ireland,ENG,,,,,178,64,0,0,,
Reece McNally,D (L),Defender,Wigan,English Football League 1,ENG,ENG3,4,09/04/1996,4,3,7022,230,18,Wigan,ENG,UK & Ireland,ENG,IRL,,,,178,64,0,0,,
Ellis Pearson,"D (L), M (LC)",Defender,Carlisle,English Football League 2,ENG,ENG4,5,05/04/1996,4,3,7026,230,18,Carlisle,ENG,UK & Ireland,ENG,,,,,176,69,0,0,,
Jahmal Howlett-Mundle,D (C),Defender,Hearts,Scottish Premiership,SCO,SCO1,3,03/04/1996,4,3,7028,230,18,London,ENG,UK & Ireland,ENG,,,,,181,75,0,0,,
Theo Vassell,D (C),Defender,Oldham,English Football League 1,ENG,ENG3,4,01/04/1996,4,3,7030,231,18,StokeNaNonNaNTrent,ENG,UK & Ireland,ENG,,,,,187,72,0,0,,
Matthew Mattis,ST (C),Forward,NaN,NaN,ENG,NONE,7,29/03/1996,3,3,7033,231,18,NaN,ENG,UK & Ireland,ENG,,,,,180,72,0,0,,
George Berkes,D (C),Defender,NaN,NaN,ENG,NONE,7,24/03/1996,3,3,7038,231,18,NaN,ENG,UK & Ireland,ENG,,,,,191,83,0,0,,
Fahad Rwakarambwe,M/AM (C),Midfielder,NaN,NaN,ENG,NONE,7,22/03/1996,3,3,7040,231,18,NaN,ENG,UK & Ireland,ENG,BDI,,,,191,82,0,0,,
Toyosi Olusanya,AM (RL),Forward,AFC Wimbledon,English Football League 2,ENG,ENG4,5,21/03/1996,3,3,7041,231,18,NaN,ENG,UK & Ireland,ENG,,,,,181,68,0,0,,
Tye Phillips,"AM (R), ST (C)",Forward,NaN,NaN,ENG,NONE,7,19/03/1996,3,3,7043,231,18,Peterborough,ENG,UK & Ireland,ENG,,,,,162,59,0,0,,
Jacob Smith,GK,Goalkeeper,NaN,NaN,ENG,NONE,7,17/03/1996,3,3,7045,231,18,StokeNaNonNaNTrent,ENG,UK & Ireland,ENG,,,,,192,87,0,0,,
Josh Scott,M (C),Midfielder,Queen of Sth,Scottish Championship,SCO,SCO2,6,15/03/1996,3,3,7047,231,18,NaN,ENG,UK & Ireland,ENG,,,,,181,68,0,0,,
Daniel Rowe,"M (LC), AM (L)",Midfielder,Leicester,English Premier Division,ENG,ENG1,1,14/03/1996,3,3,7048,231,18,NaN,ENG,UK & Ireland,ENG,,,,,183,77,0,0,,
Joe Wheatley,M (C),Midfielder,Middlesbrough,English Football League Championship,ENG,ENG2,3,14/03/1996,3,3,7048,231,18,Hull,ENG,UK & Ireland,ENG,,,,,176,63,0,0,,
Emmanuel Afolabi,ST (C),Forward,NaN,NaN,ENG,NONE,7,08/03/1996,3,3,7054,231,18,Dagenham,ENG,UK & Ireland,ENG,NGA,,,,192,83,0,0,,
Max Hallatt,D (C),Defender,NaN,NaN,ENG,NONE,7,05/03/1996,3,3,7057,231,18,Rotherham,ENG,UK & Ireland,ENG,,,,,191,84,0,0,,
Harry Burgoyne,GK,Goalkeeper,Wolves,English Football League Championship,ENG,ENG2,3,04/03/1996,3,3,7058,231,18,Ludlow,ENG,UK & Ireland,ENG,,,,,185,77,0,0,,
Kyle McFarlane,ST (C),Forward,Birmingham,English Football League Championship,ENG,ENG2,3,04/03/1996,3,3,7058,231,18,Birmingham,ENG,UK & Ireland,ENG,,,,,178,72,0,0,,
Thomas Lyman,M (R),Midfielder,Leeds,English Football League Championship,ENG,ENG2,3,04/03/1996,3,3,7058,231,18,NaN,ENG,UK & Ireland,ENG,,,,,178,74,0,0,,
Joseph Charles,ST (C),Forward,Exeter,English Football League 2,ENG,ENG4,5,04/03/1996,3,3,7058,231,18,NaN,ENG,UK & Ireland,ENG,,,,,181,75,0,0,,
James King,D (RC),Defender,Bradford City,English Football League 1,ENG,ENG3,4,02/03/1996,3,3,7060,231,18,Leeds,ENG,UK & Ireland,ENG,,,,,180,74,0,0,,
Waqas Azam,D (R),Defender,NaN,NaN,ENG,NONE,7,29/02/1996,2,2,7062,232,18,Burnley,ENG,UK & Ireland,ENG,PAK,,,,170,70,0,0,,
Jake Buckle,M (L),Midfielder,NaN,NaN,ENG,NONE,7,28/02/1996,2,2,7063,232,18,York,ENG,UK & Ireland,ENG,,,,,171,65,0,0,,
Joseph Bayne,M (RC),Midfielder,NaN,NaN,ENG,NONE,7,27/02/1996,2,2,7064,232,18,Chesterfield,ENG,UK & Ireland,ENG,,,,,173,67,0,0,,
Lewis Gill,ST (C),Forward,NaN,NaN,ENG,NONE,7,25/02/1996,2,2,7066,232,18,Havant,ENG,UK & Ireland,ENG,,,,,183,75,0,0,,
Kieran Bailey,M/AM (C),Midfielder,Colchester,English Football League 1,ENG,ENG3,4,14/02/1996,2,2,7077,232,18,NaN,ENG,UK & Ireland,ENG,,,,,173,70,0,0,,
Callum O'Sullivan,"AM (C), ST (C)",Forward,Q.P.R.,English Football League Championship,ENG,ENG2,3,14/02/1996,2,2,7077,232,18,Kingston upon Thames,ENG,UK & Ireland,ENG,,,,,181,76,0,0,,
Robbie Fixter,ST (C),Forward,NaN,NaN,ENG,NONE,7,14/02/1996,2,2,7077,232,18,Boston,ENG,UK & Ireland,ENG,,,,,173,58,0,0,,
Dave Lander,AM (R),Forward,NaN,NaN,ENG,NONE,7,14/02/1996,2,2,7077,232,18,Wolverhampton,ENG,UK & Ireland,ENG,,,,,165,63,0,0,,
Dharius Waldron,D (R),Defender,NaN,NaN,ENG,NONE,7,13/02/1996,2,2,7078,232,18,Manchester,ENG,UK & Ireland,ENG,,,,,178,64,0,0,,
Eddie Fulwood,D (R),Defender,NaN,NaN,ENG,NONE,7,13/02/1996,2,2,7078,232,18,Manchester,ENG,UK & Ireland,ENG,,,,,192,83,0,0,,
Joe Massey,D (RC),Defender,NaN,NaN,ENG,NONE,7,10/02/1996,2,2,7081,232,18,Chesterfield,ENG,UK & Ireland,ENG,,,,,178,67,0,0,,
Kane Adams,D (L),Defender,NaN,NaN,ENG,NONE,7,07/02/1996,2,2,7084,232,18,NaN,ENG,UK & Ireland,ENG,,,,,174,63,0,6,,
Peter Denton,GK,Goalkeeper,Hartlepool,English Football League 2,ENG,ENG4,5,06/02/1996,2,2,7085,232,18,Milton Keynes,ENG,UK & Ireland,ENG,,,,,174,71,0,7,,
Matthew Williams,M (C),Midfielder,Fleetwood,English Football League 1,ENG,ENG3,4,06/02/1996,2,2,7085,232,18,NaN,ENG,UK & Ireland,ENG,,,,,179,74,0,0,,
Romario Reid,ST (C),Forward,NaN,NaN,ENG,NONE,7,04/02/1996,2,2,7087,232,18,NaN,ENG,UK & Ireland,ENG,,,,,176,69,0,0,,
Ben Chilwell,"D (LC), WB (L)",Defender,Leicester,English Premier Division,ENG,ENG1,1,04/02/1996,2,2,7087,232,18,Bedford,ENG,UK & Ireland,ENG,,,,,188,80,0,0,,
Eddie Rogerson,M (C),Midfielder,NaN,NaN,ENG,NONE,7,01/02/1996,2,2,7090,233,18,Beverley,ENG,UK & Ireland,ENG,,,,,184,75,0,0,,
George Cleet,D (C),Defender,West Brom,English Premier Division,ENG,ENG1,1,21/01/1996,1,2,7101,233,18,NaN,ENG,UK & Ireland,ENG,,,,,183,75,0,0,,
Ross Johnson,M (C),Midfielder,Southend,English Football League 1,ENG,ENG3,4,20/01/1996,1,2,7102,233,18,NaN,ENG,UK & Ireland,ENG,,,,,176,69,0,0,,
Dion Graham,M (RL),Midfielder,NaN,NaN,ENG,NONE,7,20/01/1996,1,2,7102,233,18,NaN,ENG,UK & Ireland,ENG,,,,,171,69,0,0,,
Sam Ling,D (R),Defender,Leyton Orient,English Football League 2,ENG,ENG4,5,19/01/1996,1,2,7103,233,18,NaN,ENG,UK & Ireland,ENG,,,,,176,69,0,0,,
Jack Simpson,D (LC),Defender,Bournemouth,English Premier Division,ENG,ENG1,1,19/01/1996,1,2,7103,233,18,NaN,ENG,UK & Ireland,ENG,,,,,173,68,0,0,,
Sam Austin,ST (C),Forward,Burton,English Football League 1,ENG,ENG3,4,18/01/1996,1,2,7104,233,18,NaN,ENG,UK & Ireland,ENG,,,,,185,77,0,0,,
MJ Kedman,D/WB/M (L),Defender,NaN,NaN,ENG,NONE,7,15/01/1996,1,2,7107,233,18,Harrow,ENG,UK & Ireland,ENG,,,,,168,60,0,0,,
Oneil Odofin,D (C),Defender,Torquay,NaN,ENG,NONE,7,13/01/1996,1,2,7109,233,18,London,ENG,UK & Ireland,ENG,,,,,194,84,0,0,,
Kyle Bailey,"AM (L), ST (C)",Forward,Leicester,English Premier Division,ENG,ENG1,1,11/01/1996,1,2,7111,233,18,NaN,ENG,UK & Ireland,ENG,,,,,188,80,0,0,,
Joe Jackson,M (C),Midfielder,NaN,NaN,ENG,NONE,7,11/01/1996,1,2,7111,233,18,Scunthorpe,ENG,UK & Ireland,ENG,,,,,182,75,0,0,,
Jacques Moulson,M (C),Midfielder,NaN,NaN,ENG,NONE,7,10/01/1996,1,2,7112,233,18,NaN,ENG,UK & Ireland,ENG,,,,,181,73,0,0,,
Lloyd Ross,M (RC),Midfielder,NaN,NaN,ENG,NONE,7,09/01/1996,1,2,7113,233,18,Harlow,ENG,UK & Ireland,ENG,,,,,165,63,0,0,,
Jordan Lee,D (RL),Defender,Bournemouth,English Premier Division,ENG,ENG1,1,08/01/1996,1,2,7114,233,18,NaN,ENG,UK & Ireland,ENG,,,,,178,73,0,0,,
Luke Tingey,D (C),Defender,NaN,NaN,ENG,NONE,7,08/01/1996,1,2,7114,233,18,NaN,ENG,UK & Ireland,ENG,,,,,172,67,0,0,,
Taylor Roles,D (C),Defender,NaN,NaN,ENG,NONE,7,06/01/1996,1,2,7116,233,18,NaN,ENG,UK & Ireland,ENG,,,,,184,78,0,0,,
Lyle Magolis,M/AM (R),Midfielder,NaN,NaN,ENG,NONE,7,03/01/1996,1,2,7119,233,18,Harare,ENG,Southern Africa,ENG,,,,,173,66,0,0,,
Amon Walton Owen,D (L),Defender,NaN,NaN,ENG,NONE,7,02/01/1996,1,2,7120,233,18,London,ENG,UK & Ireland,ENG,JAM,,,,181,69,0,0,,
Rees Greenwood,AM (R),Forward,Sunderland,English Premier Division,ENG,ENG1,1,02/01/1996,1,2,7120,233,18,Gateshead,ENG,UK & Ireland,ENG,,,,,172,62,0,0,,
Liam Langford,D (LC),Defender,Wigan,English Football League 1,ENG,ENG3,4,01/01/1996,1,2,7121,234,18,Liverpool,ENG,UK & Ireland,ENG,,,,,183,66,0,0,,
Ollie Cole,ST (C),Forward,NaN,NaN,ENG,NONE,7,23/12/1995,12,2,7130,234,18,Luton,ENG,UK & Ireland,ENG,,,,,171,68,0,0,,
Shay Allen,M (L),Midfielder,NaN,NaN,ENG,NONE,7,19/12/1995,12,2,7134,234,18,NaN,ENG,UK & Ireland,ENG,,,,,182,77,0,0,,
Freddie Grant,D (L),Defender,Oxford,English Football League 2,ENG,ENG4,5,18/12/1995,12,2,7135,234,18,Tilehurst,ENG,UK & Ireland,ENG,,,,,189,80,0,15,,
Kyle Clinton,D (C),Defender,Southampton,English Premier Division,ENG,ENG1,1,16/12/1995,12,2,7137,234,18,NaN,ENG,UK & Ireland,ENG,,,,,183,77,0,0,,
Scott McTominay,M (C),Midfielder,Man Utd,English Premier Division,ENG,ENG1,1,15/12/1995,12,2,7138,234,18,Lancaster,ENG,UK & Ireland,ENG,,,,,178,65,0,0,,
Joe Williams,M (C),Midfielder,Everton,English Premier Division,ENG,ENG1,1,12/12/1995,12,2,7141,234,18,Huyton,ENG,UK & Ireland,ENG,,,,,178,64,0,0,,
DeVante Jacobs,"AM (RLC), ST (C)",Forward,NaN,NaN,ENG,NONE,7,12/12/1995,12,2,7141,234,18,NaN,ENG,UK & Ireland,ENG,,,,,184,80,0,1,,
Alex Kelly,M/AM (C),Midfielder,Charlton,English Football League Championship,ENG,ENG2,3,11/12/1995,12,2,7142,234,18,London,ENG,UK & Ireland,ENG,,,,,178,71,0,0,,
Andre Wright,ST (C),Forward,West Brom,English Premier Division,ENG,ENG1,1,10/12/1995,12,2,7143,234,18,NaN,ENG,UK & Ireland,ENG,,,,,178,72,0,0,,
Joe Riley,"D (R), M (RC)",Defender,Man Utd,English Premier Division,ENG,ENG1,1,08/12/1995,12,2,7145,234,18,Blackpool,ENG,UK & Ireland,ENG,,,,,176,69,0,0,,
Jordan Blinco,M (RL),Midfielder,Sunderland,English Premier Division,ENG,ENG1,1,06/12/1995,12,2,7147,234,18,Durham,ENG,UK & Ireland,ENG,,,,,165,62,0,0,,
Dean Billingsley,ST (C),Forward,NaN,NaN,ENG,NONE,7,03/12/1995,12,2,7150,234,18,Manchester,ENG,UK & Ireland,ENG,,,,,174,56,0,0,,
Christian Scales,D (LC),Defender,Crawley,English Football League 2,ENG,ENG4,5,02/12/1995,12,2,7151,234,18,NaN,ENG,UK & Ireland,ENG,,,,,183,76,0,0,,
Andreas Bianga,M (C),Midfielder,Burnley,English Football League Championship,ENG,ENG2,3,01/12/1995,12,2,7152,235,18,Lille,ENG,Central Europe,ENG,COD,,,,178,71,0,0,,
Alfie Cain,M/AM (L),Midfielder,NaN,NaN,ENG,NONE,7,01/12/1995,12,2,7152,235,18,NaN,ENG,UK & Ireland,ENG,,,,,186,77,0,0,,
Jake Beesley,ST (C),Forward,Chesterfield,English Football League 1,ENG,ENG3,4,29/11/1995,11,1,7154,235,18,Sheffield,ENG,UK & Ireland,ENG,,,,,186,67,0,0,,
Sam Cosgrove,ST (C),Forward,Wigan,English Football League 1,ENG,ENG3,4,28/11/1995,11,1,7155,235,18,Beverley,ENG,UK & Ireland,ENG,,,,,191,82,0,0,,
Marcus Barnes,"AM (R), ST (C)",Forward,Southampton,English Premier Division,ENG,ENG1,1,25/11/1995,11,1,7158,235,18,Barking,ENG,UK & Ireland,ENG,JAM,,,,191,83,0,0,,
James Tindall,"M (C), AM (RL)",Midfielder,NaN,NaN,ENG,NONE,7,24/11/1995,11,1,7159,235,18,NaN,ENG,UK & Ireland,ENG,,,,,179,67,0,0,,
Kieran Parselle,D (C),Defender,Newport Co,English Football League 2,ENG,ENG4,5,23/11/1995,11,1,7160,235,18,Bristol,ENG,UK & Ireland,ENG,,,,,183,76,0,0,,
Ntumba Massanka,ST (C),Forward,Burnley,English Football League Championship,ENG,ENG2,3,23/11/1995,11,1,7160,235,18,London,ENG,UK & Ireland,ENG,COD,,,,183,77,0,0,,
Myles Kenlock,D (L),Defender,Ipswich,English Football League Championship,ENG,ENG2,3,22/11/1995,11,1,7161,235,18,NaN,ENG,UK & Ireland,ENG,,,,,185,68,0,0,,
Robbie Patten,"DM, M (C)",Midfielder,Cardiff,English Football League Championship,ENG,ENG2,3,21/11/1995,11,1,7162,235,18,NaN,ENG,UK & Ireland,ENG,,,,,176,71,0,0,,
Mohammadou Susso,D (R),Defender,NaN,NaN,ENG,NONE,7,21/11/1995,11,1,7162,235,18,NaN,ENG,UK & Ireland,ENG,,,,,174,71,0,0,,
Will Wood,D (LC),Defender,Southampton,English Premier Division,ENG,ENG1,1,21/11/1995,11,1,7162,235,18,NaN,ENG,UK & Ireland,ENG,,,,,189,82,0,0,,
Elliott Pond,ST (C),Forward,Blackpool,English Football League 1,ENG,ENG3,4,17/11/1995,11,1,7166,235,18,Bolton,ENG,UK & Ireland,ENG,,,,,183,71,0,0,,
Ian Molloy,GK,Goalkeeper,NaN,NaN,ENG,NONE,7,15/11/1995,11,1,7168,235,18,NaN,ENG,UK & Ireland,ENG,,,,,182,74,0,0,,
Shawniki Clement-Peter,M (C),Midfielder,NaN,NaN,ENG,NONE,7,14/11/1995,11,1,7169,235,18,London,ENG,UK & Ireland,ENG,,,,,191,87,0,0,,
Callum McCormack,M (C),Midfielder,NaN,NaN,ENG,NONE,7,11/11/1995,11,1,7172,235,18,NaN,ENG,UK & Ireland,ENG,,,,,164,63,0,0,,
